,emoji,labeled,review,title
887,6.0,True,"the author, david halberstam, certainly did his homework, and he tells a compelling story about the incredible bravery of the soldiers fighting the cold and the enemy, and dying because the stupidity of the senior command",The Coldest Winter
919,6.0,True,"old, but very accurate no matter what century",The Richest Man in Babylon
922,0.0,True,the fact the author himself reads it is an advantage because the right emphasis is given to the most important topics,Getting Things Done
976,6.0,True,very well presented with a lot of energy by an engaging professor.#audible20 review sweepstakes entry,Law School for Everyone
994,6.0,True,great story telling,The Greatest Salesman in the World
996,0.0,True,i developed the good habits it teaches,The Greatest Salesman in the World
998,6.0,True,"i've decided on this re-listening strategy to get the muck out of my mind, planted by passion preachers",So Good They Can't Ignore You
1000,0.0,True,i was surprised by how young the author is,So Good They Can't Ignore You
1001,2.0,True,"this is the secret to finding meaningful work, not following your passion",So Good They Can't Ignore You
1002,2.0,True,woven into the engaging story are pearls of leadership wisdom,Turn the Ship Around!
1004,6.0,True,"not a fan of leadership books, but this one i find to be an exception",Turn the Ship Around!
